Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
Like for Like Change Out,Closed-CC Issued,0,ePlan,,-81.89079173272289,26.52671862070785,2023-05-01,-81.890831967135,26.52674370302,5.277942060250841,11128
Please see correction of FL19518-R1 to FL26980-R1,Closed-Revision Approved,1,ePlan,,-81.89079173272289,26.52671862070785,2023-06-01,-81.890831967135,26.52674370302,5.277942060250841,11128
Replace breakers and receptacles due to Hurricane Ian,Permit Expired,0,ePlan,,-81.94626275012313,26.504006539011705,2023-02-01,-81.946276518026,26.504051929207,5.280165859992691,12006
Temporary POD due to Hurricane Ian,Permit Expired,0,Paper Submittal,,-81.93587811690945,26.504011575079872,2022-10-01,-81.935901809156,26.504052832559,5.296191152335055,11597
Tear off and reroof,Closed-CC Issued,0,ePlan,,-81.93587811690945,26.504011575079872,2023-03-01,-81.935901809156,26.504052832559,5.296191152335055,11597
Package unit change out like for like,Closed-CC Issued,1,ePlan,,-81.9456284081739,26.50332223981628,2022-10-01,-81.945662041165,26.503288464896,5.306034058037945,12106
Changing from a condensor to a package unit 2.5 ton 14 seer 5 kw,Closed-Revision Approved,1,ePlan,,-81.9456284081739,26.50332223981628,2022-12-01,-81.945662041165,26.503288464896,5.306034058037945,12106
Re-roof,Closed-CC Issued,0,ePlan,,-81.9456284081739,26.50332223981628,2023-03-01,-81.945662041165,26.503288464896,5.306034058037945,12106
"Replace 2T Package AC System, like for like",Closed-CC Issued,0,ePlan,,-81.94563384794036,26.50401481838984,2022-12-01,-81.945613495192,26.504057974228,5.311563234704665,12012
Tear off and replace 8 squares of asphalt shingles,Closed-CC Issued,0,ePlan,,-81.94563384794036,26.50401481838984,2023-01-01,-81.945613495192,26.504057974228,5.311563234704665,12012
Hurricane Replacement insulated roof and side panel screen. 17x5,Closed-CC Issued,0,ePlan,,-81.92722929014941,26.5256477816694,2022-10-01,-81.92720323957,26.525688282465,5.360664424922137,3023
Replacing air conditioning flex ducts,Waiting on Applicant,0,ePlan,,-81.93777866500416,26.50494328838962,2023-02-01,-81.937773814287,26.504991350372,5.377440018175431,11763
DEMOLITION OF MOBILHOME LOCATED AT THIS ADDRESS.,Closed-CC Issued,0,ePlan,,-81.93712963094511,26.504188390967432,2023-01-01,-81.937098588848,26.504151264302,5.387245202384959,11638
Park Model Replacement,Closed-CO Issued,0,ePlan,,-81.93712963094511,26.504188390967432,2023-02-01,-81.937098588848,26.504151264302,5.387245202384959,11638
Replace A/C,Permit Expired,0,ePlan,,-81.94512321887112,26.50383192840747,2023-05-01,-81.945118594782,26.503880199442,5.39813048531395,12047
INSTALL 2.5 TON 14 SEER 5 KW PACKAGE UNIT,Closed-CC Issued,0,ePlan,,-81.9462082468072,26.5046587990971,2022-11-01,-81.9462344552,26.504617647467,5.431157245676299,11923
Carport w/ patio cover,Closed-CC Issued,0,ePlan,,-81.93767470577723,26.504944239283365,2023-08-01,-81.937679834925,26.504992903748,5.447335063041723,11762
Demolition of permanent travel trailer with attached room due to Hurricane Ian Damage,Closed-CC Issued,0,ePlan,,-81.94512574807275,26.50332750199348,2022-12-01,-81.945164822604,26.503297796555,5.464022954860399,12110
Replace outlets and breaker to RV  because of Ian,Closed-CC Issued,0,ePlan,,-81.94512574807275,26.50332750199348,2023-08-01,-81.945164822604,26.503297796555,5.464022954860399,12110
Re-roof single fam home gaf shingles fl10124r32 peel and stick fl5259r36 12 sq 3/12 pitch,Closed-CC Issued,0,ePlan,,-81.93835807075493,26.50417179480105,2023-03-01,-81.938325728297,26.504134681364,5.480112755618459,11649
Replace breakers and receptacles in meter pedestal,Permit Expired,0,ePlan,,-81.94519502617204,26.50218376281284,2023-03-01,-81.945235520122,26.502212103276,5.502116237741185,12263
shingle over shingle reroof manufactured home approximately 700 sq foot.,Closed-CC Issued,0,ePlan,,-81.94741201523479,26.504714019670224,2023-07-01,-81.947366764201,26.504734222695,5.516597655329262,11865
DEMOLITION OF MOBILHOME LOCATED AT THIS ADDRESS.,Closed-CC Issued,0,ePlan,,-81.93791085084237,26.50418124730317,2023-01-01,-81.937938210576,26.504139918081,5.517542564596195,11645
REROOF. REMOVE AND REPLACE  SHINGLE ROOF.,Closed-CC Issued,0,ePlan,,-81.91492883485766,26.53730266882901,2022-11-01,-81.914880003344,26.537293133266,5.538596455378609,3168
Reroof. Tear off existing & replace with Metal roof & flat roof.,Closed-CC Issued,0,ePlan,,-81.94574258742266,26.50503331165967,2023-04-01,-81.945725697445,26.504986487353,5.541217360834463,11882
New deck screen room and roof over,Closed-CC Issued,0,ePlan,,-81.94581464812433,26.504381948508648,2022-09-01,-81.945771644479,26.504407981958,5.5960354700546295,11964
Only replaced main breaker in pedestal. - Hurricane,Closed-CC Issued,1,ePlan,,-81.94450497050072,26.503844436109585,2022-10-01,-81.944535229234,26.503884873325,5.622221345244927,12053
"Upon inspection, pedestal did not need to be replaced. Only replaced main breaker in pedestal.",Closed-Revision Approved,1,ePlan,,-81.94450497050072,26.503844436109585,2022-11-01,-81.944535229234,26.503884873325,5.622221345244927,12053
demolition of mobile,Waiting on Applicant,0,ePlan,,-81.94722470811129,26.50180643625817,2022-12-01,-81.947208540309,26.50175846531,5.6352661256679,12298
Hurricane Ian Damage - Re-roof,Closed-CC Issued,0,Paper Submittal,,-81.9454346424312,26.50482929420972,2023-01-01,-81.945456333658,26.504875116941,5.643640777191576,11909
demolition of mobile home,Closed-CC Issued,0,ePlan,,-81.94687042498794,26.502726867827736,2023-03-01,-81.946841778435,26.502768848531,5.657646053023314,12179
COMPOSITE ROOF ON EXISTING DECK.,Closed-CC Issued,0,ePlan,,-81.94621433454236,26.50437639243744,2022-10-01,-81.946170712143,26.5044026853,5.669924787997166,11956
Shingle to Shingle Re-roof,Closed-CC Issued,0,ePlan,,-81.94621433454236,26.50437639243744,2023-06-01,-81.946170712143,26.5044026853,5.669924787997166,11956
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94683636355934,26.50195907280188,2022-12-01,-81.946818799351,26.502007008419,5.683128372541758,12276
REMOVE EXISTING 4 TON SPLIT-SYSTEM AND INSTALL NEW RHEEM 4 TON SPLIT-SYSTEM. LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.91657715800366,26.55857457633577,2022-08-01,-81.916617916221,26.558605603933,5.702305548757786,21076
REPLACE EXISTING INTERIOR PRESSURE WATERLINES PEX AND CVPC,Permit Expired,0,ePlan,,-81.91657715800366,26.55857457633577,2022-10-01,-81.916617916221,26.558605603933,5.702305548757786,21076
Reroof-remove and replace concrete tile roof,Closed-CC Issued,0,ePlan,,-81.91657715800366,26.55857457633577,2022-11-01,-81.916617916221,26.558605603933,5.702305548757786,21076
"Installing 9 Accordion Shutters, 2 Rolldown Screens MOT,  & 1 Standard Alum RD MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.91657715800366,26.55857457633577,2022-12-01,-81.916617916221,26.558605603933,5.702305548757786,21076
Interior Remodel of Master Bath and Kitchen,Closed-CC Issued,1,ePlan,,-81.91657715800366,26.55857457633577,2023-03-01,-81.916617916221,26.558605603933,5.702305548757786,21076
Walls cabinets and doors has changed,Closed-Revision Approved,1,ePlan,,-81.91657715800366,26.55857457633577,2023-07-01,-81.916617916221,26.558605603933,5.702305548757786,21076
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.9474023855474,26.502900785559365,2022-11-01,-81.947372115724,26.502942232453,5.7133380381285495,12146
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94622481916436,26.501637367246893,2023-01-01,-81.946274242894,26.501651365936,5.718282428209097,12335
Pan roof over existing shingles and elite roof. Hurricane damage.,Closed-CC Issued,0,ePlan,,-81.94622481916436,26.501637367246893,2023-02-01,-81.946274242894,26.501651365936,5.718282428209097,12335
AC CHANGE OUT,Closed-CC Issued,0,ePlan,,-81.90876038711568,26.529938690523,2022-07-01,-81.908726688342,26.529977515214,5.722935084448073,10136
INSTALLATION OF 2 ELECTRIC ALUM HURRICANE SHUTTERS  FL22558.2,Closed-CC Issued,0,ePlan,,-81.90876038711568,26.529938690523,2022-12-01,-81.908726688342,26.529977515214,5.722935084448073,10136
AC CHANGE OUT,Closed-CC Issued,0,ePlan,,-81.90876038711568,26.529938690523,2023-06-01,-81.908726688342,26.529977515214,5.722935084448073,10136
DEMOLITION OF MOBILHOME LOCATED AT THIS ADDRESS.,Closed-CC Issued,0,ePlan,,-81.93757074643621,26.50494519045949,2023-01-01,-81.937585855563,26.504994457124,5.73648058742806,11761
demo of mobile home,Closed-CC Issued,0,ePlan,,-81.94542395829258,26.50401807292517,2022-12-01,-81.945398370553,26.504062808485,5.737034429822536,12014
RV placement for temporary housing due to hurricane Ian,Permit Issued,0,Paper Submittal,,-81.94542395829258,26.50401807292517,2023-02-01,-81.945398370553,26.504062808485,5.737034429822536,12014
A/C Change out (2) 5 TON Split Systems,Closed-CC Issued,0,ePlan,,-81.87856343660091,26.559507966400247,2023-01-01,-81.878566472213,26.559559426973,5.738549227000771,1127
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94682289598751,26.50501434384158,2022-10-01,-81.946790284692,26.504974320665,5.747122092006626,11872
demo of mobile home,Closed-CC Issued,0,ePlan,,-81.9443770089554,26.503682038017804,2023-04-01,-81.944336314775,26.503713873363,5.751599131390203,12078
replace breakers and recpts in pedestal,Closed-CC Issued,0,ePlan,,-81.94577119620303,26.50352785933883,2023-01-01,-81.945725285932,26.503503963166,5.761581725775675,12342
REROOF SHINGLE OFF SHINGLE ON,Closed-CC Issued,0,ePlan,,-81.9465422129906,26.50465337253121,2023-05-01,-81.946572814539,26.504611464588,5.776564672311605,11920
Demolition of Mobile Home at this site,Closed-CC Issued,0,ePlan,,-81.93605973221585,26.504584129102778,2023-04-01,-81.93605884512,26.504532165576,5.78542265834467,11694
"Remove and replace, like for like, 2.5 ton, 10 kw 14.3 seer package unit on roof.",Permit Expired,0,ePlan,,-81.9481627201854,26.52229770113976,2023-04-01,-81.948127265057,26.522259657344,5.789064419105643,8146
demo of mobile,Closed-CC Issued,0,ePlan,,-81.9472073306669,26.50381554408868,2022-11-01,-81.947161856391,26.503840809925,5.791071673731554,12027
Shared meter change,Closed-CC Issued,0,ePlan,,-81.9472073306669,26.50381554408868,2023-01-01,-81.947161856391,26.503840809925,5.791071673731554,12027
aluminum roofover - hurricane damage,Closed-CC Issued,0,ePlan,,-81.94741002959282,26.504515194486164,2023-03-01,-81.947366982716,26.504485860263,5.798832062410885,11863
Replacement Package Unit,Closed-CC Issued,0,ePlan,,-81.9454330057702,26.504672776402487,2022-12-01,-81.94546230029,26.504629464558,5.820753191977942,11930
Replacing 200 amp rated dual meters & disconnects due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.9445622921444,26.50166430023309,2023-01-01,-81.944511558214,26.501677335468,5.831137801156851,12349
Demolition of mobile home,Closed-CC Issued,0,ePlan,,-81.94470009062725,26.503669106177547,2023-09-01,-81.94467142393,26.50371310913,5.846196750044158,12075
Roof Replacement - Shingle,Closed-CC Issued,0,ePlan,,-81.94561946724286,26.50217355632958,2023-04-01,-81.945659378353,26.502207922037,5.862980977643892,12259
"Replace 2.5T Package AC, like for like",Closed-CC Issued,0,ePlan,,-81.94701953175233,26.50446507876162,2022-10-01,-81.946966991919,26.504460731302,5.868722927568947,11939
demo mobile,Closed-CC Issued,0,ePlan,,-81.94569502883796,26.50197946000305,2022-11-01,-81.94566302477,26.502021873813,5.9148451232819905,12287
Replace storm damaged pool enclosure same footprint,Closed-CO Issued,0,ePlan,,-81.95239858613576,26.52175121968188,2023-03-01,-81.952348333191,26.521768830592,5.927727401464323,3608
Remove damaged home and debris due to hurricane ian,Closed-Withdrawn,0,ePlan,,-81.9373528366044,26.50418635050263,2022-11-01,-81.937389227138,26.504147336764,5.939047441924078,11640
Remove Existing Tile Roofing / Replace with Tile Roofing 2 Ply underlayment system,Closed-CC Issued,0,ePlan,,-81.91520676454279,26.52119621595389,2022-12-01,-81.915233898056,26.521150136358,5.952817298284843,2936
Changing opening #3 to a storm catcher RD screen FL11291.1,Closed-Revision Approved,1,ePlan,,-81.91520676454279,26.52119621595389,2023-04-01,-81.915233898056,26.521150136358,5.952817298284843,2936
"Installing 5 Accordion Shutters, 2 Storm Catcher Rolldown Screens MOT & 1 Standard Alum RD *Inspections Done By Private Provider â Innovative Construction Inspection, Inc",Closed-CC Issued,1,ePlan,,-81.91520676454279,26.52119621595389,2023-04-01,-81.915233898056,26.521150136358,5.952817298284843,2936
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94563639631707,26.505035644259145,2023-02-01,-81.945659160742,26.504987247771,5.9537356964048875,11883
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94565368095793,26.504668665488808,2023-01-01,-81.945617271085,26.504629464562,5.955767221015805,11928
HURRICANE DAMAGE FRONT AND BACK LANAI DECK,Permit Expired,0,ePlan,,-81.93729801791487,26.503998490366087,2022-10-01,-81.937258121179,26.504034504048,5.983110664367224,11608
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.94576709575543,26.50482271628896,2023-01-01,-81.945790598979,26.504871144901,5.992420826630469,11906
replace 125 amp panel like for like,Closed-CC Issued,0,ePlan,,-81.94621666778562,26.504475703409568,2022-11-01,-81.946171738914,26.504505362782,5.9929893831498875,11955
AC REPLACEMENT LIKE FOR LIKE & MOBILE HOME DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.94621666778562,26.504475703409568,2022-12-01,-81.946171738914,26.504505362782,5.9929893831498875,11955
"Installing 3.0 Ton 16 SEER Gree Multi-Port Ductless Split System with 3 Each 12,000 Btu/hr Ductless A/H and 1 Each 9000 Btu/hr Ductless A/H. per drawing.",Closed-CC Issued,0,ePlan,,-81.9371919010109,26.501835390647383,2023-01-01,-81.937245275133,26.501827473402,6.00661891829426,12669
Repair service due to hurricane ian,Closed-CC Issued,0,ePlan,,-81.94529693085202,26.50218127909777,2022-11-01,-81.945342412818,26.502210417821,6.013005645236495,12262
"Replace 2.5T Package AC Unit, like for like",Closed-CC Issued,0,ePlan,,-81.94665417433636,26.504807252328245,2022-11-01,-81.946655576118,26.504861259467,6.01409947450153,11898
Re-roof 11 squares on modular home,Closed-Withdrawn,0,ePlan,,-81.94665417433636,26.504807252328245,2023-02-01,-81.946655576118,26.504861259467,6.01409947450153,11898
DEMOLITION OF MOBILE HOME AT THIS ADDRESS,Closed-CC Issued,0,ePlan,,-81.93639334976312,26.50458108131736,2023-04-01,-81.936398420076,26.504527097301,6.035948705631754,11697
RE ROOF.,Closed-CC Issued,0,ePlan,,-81.9458781163837,26.5048201220526,2022-11-01,-81.945857135682,26.504870384483,6.063110765453221,11905
like for like replacement 3 TON 15 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.9082675224554,26.51118127995335,2023-06-01,-81.908246647357,26.511130468928,6.11503571833111,2705
Replacing Screen Enclosure,Closed-CO Issued,0,ePlan,,-81.90097601388449,26.500425562495987,2023-03-01,-81.900962434774,26.500478987281,6.13634765945431,10545
Demo,Closed-Withdrawn,0,ePlan,,-81.94676856577587,26.50272651480325,2023-03-01,-81.946736759679,26.502771649029,6.146563948228335,12180
reroof-Remove and replace shingle roof,Closed-CC Issued,0,ePlan,,-81.91359025261964,26.536850770261783,2022-11-01,-81.913600686402,26.536905009161,6.148575565172978,3169
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.91359025261964,26.536850770261783,2023-01-01,-81.913600686402,26.536905009161,6.148575565172978,3169
Repair Meter Pedestal,Closed-CC Issued,0,Paper Submittal,,-81.94652497880624,26.501962014151125,2023-05-01,-81.946503250024,26.502012798307,6.14902747572177,12279
demo of mobile home due to ian,Closed-CC Issued,0,ePlan,,-81.9465064129942,26.50234273799198,2022-12-01,-81.946515694656,26.502397336433,6.1650971882681125,12236
"Replace 2T Package AC System, like for like",Closed-CC Issued,0,ePlan,,-81.94678371154649,26.504468187630103,2022-10-01,-81.946838962624,26.504462741737,6.180354986005837,11943
DEMOLITION OF MOBILE HOME,Closed-CC Issued,0,ePlan,,-81.93673905764823,26.50495273486267,2023-01-01,-81.936740041307,26.505008437506,6.2017850239746775,11753
DEMOLITION OF MOBILHOME LOCATED AT THIS LOCATION.,Closed-CC Issued,0,ePlan,,-81.9374667867005,26.50494614092505,2023-01-01,-81.937491876201,26.5049960105,6.21446583639071,11760
Demolition of mobile home destroyed by Hurricane Ian,Permit Expired,0,ePlan,,-81.94642125173088,26.501963911496127,2022-11-01,-81.946398066915,26.50201472827,6.217877422807605,12280
AC REPLACEMENT LIKE FOR LIKE & MOBILE HOME DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.94595915186214,26.5050288315677,2022-12-01,-81.945991844256,26.504983445681,6.226631562641922,11880
AC REPLACEMENT LIKE FOR LIKE & MOBILE HOME DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.94600490955865,26.50197230387821,2022-12-01,-81.94597864044,26.50202187382,6.245087443423654,12284
HVAC Change Out 2 Ton Rheem Package Unit,Closed-CC Issued,0,ePlan,,-81.9538799774297,26.51900945009152,2022-11-01,-81.953834971644,26.518975905815,6.248552571749746,36962
Recover MH with TPO single ply membrane,Closed-Withdrawn,120,ePlan,,-81.94621013479744,26.50481409415884,2023-05-01,-81.946189819197,26.504866582393,6.265386235119294,11902
